user_id,age,income,will_purchase
98aecb90-6697-4532-9626-3014d92bf35f,46,40628,1
4d1052ce-7a4c-4c19-bb46-d71e14c86625,37,53054,0
acca29d3-5da6-4cab-b3b4-7af877910562,38,79337,1
9bd87e24-f1fa-4b3f-acf4-480ea404850d,41,66519,0
9b48c136-2fc7-4dd7-b47d-16ab0223839f,49,45087,0
54f5a7ef-b2b9-4e38-a82d-cecff6e4b2d1,24,44493,0
c3995d90-07e7-4010-a2e0-b222c2a0c1a4,18,69409,0
3e275939-6f9f-4393-b22c-b396812b2337,27,51739,0
82581b45-8242-44b0-bbd0-2077c4dda351,19,55026,0
6a021b24-5c08-48da-b010-9e1d9b9846e2,45,73448,1
5412fd37-127d-4c02-94a5-521d89c60f4b,43,48602,1
721a30d7-dfb9-4db0-b763-7d6dd3f130de,33,19318,0
dd37a371-30c1-4ea2-95b0-6e6f3e8519b2,38,58893,1
a37bf087-37b3-484a-bd92-bc82c1c83b54,21,15000,0
fa7f854c-4c48-4462-a6e6-d3d63916a7a3,29,29429,0
8fdb7219-9133-4085-941d-b0202ce7057c,32,59803,0
f4a0169f-3aaf-42d8-86f4-a2481ae39c6c,64,49360,1
75c51398-051e-4b52-aec1-1f183bb64650,52,62356,0
f008cc10-d54e-41f7-b4fe-7505ed605f66,42,63060,1
659754f9-2f51-4a89-b484-eff9ea9db00b,18,26234,0
b6bc2501-4024-420b-935f-eb0c155fda22,53,63011,1
e42db801-5bdb-4bb1-bb94-aa11f7e95179,37,58470,1
8201255c-9889-4378-b7a9-934622de376b,40,83199,1
0cf21f14-4a37-462c-bc2a-0d057c0c32eb,45,89798,1
47644b76-c25c-4fa5-841c-ce938ccfb436,34,63778,0
9fc7d589-ab36-4e19-8d69-41c0db8265e5,63,57796,0
13e5959a-3ca5-46ea-9aba-b36b9a25bd09,64,71560,1
2db21ef0-ae96-4653-b2fb-72b76ba71211,47,72670,1
2c94fb9e-0bfa-4d45-8ed9-97dfe865e83b,47,79377,1
69c9c02b-0296-45c5-a882-f9adfde0992a,27,97100,1
2fbb5edd-3db0-43c1-9a09-345a6add768b,57,55872,0
d17a7538-8efa-4c8f-b39d-a503ff698ac9,41,80631,1
8b60706a-773e-4a2e-bebc-6f0cd1046870,49,30000,1
059bd6ad-fb48-48c1-a727-ab16509ca898,37,99775,1
f7a6c064-96ba-4977-9e07-898b6786edac,43,22234,0
6eeb81fd-d717-448b-b4b7-95763e03d030,38,52037,0
0c37335a-f1e7-44e9-83d1-4e68290461dd,46,65678,1
aab6cdf5-1d55-41b6-beb0-4ee771979547,51,61132,0
57d5858a-19a1-4221-9868-9e6ed9c710a5,40,43292,0
4855d346-8cfd-41c2-9ada-1ddaa1226aa9,48,103655,0
a0bb41ca-5fe4-43e9-9d59-26fa92143c71,46,77230,1
fa976d71-8c16-4565-a0bb-fce5a30c0d30,47,123987,1
d47b4d46-d12e-48e4-9886-70dc6d229296,42,64021,1
9c76e395-0b8f-42c5-b46a-04e4cf7df0e7,22,52752,0
a27f50c5-5dbb-4332-97dc-8dd1ecbbba7f,45,48162,1
688a8903-f39f-4f5c-98b2-f285c0b343d7,56,101551,1
bc1add11-7526-4447-abea-2afda826452b,45,36392,0
92e78e7c-9732-4b5f-84fb-24d0f0f1cb4f,43,30000,1
c4c81457-1494-42dd-8cfb-d706981af973,57,76266,0
cec6eb87-73ee-426b-bdb2-f61d7a0ca5b4,42,61439,0
bcb7190a-e3a8-4c16-9d28-c121c3fd9347,18,39254,0
d3cc00de-15ce-49ae-b531-5175777fd350,63,60020,0
f71530ae-6760-448b-aaf4-94ab5e3ac860,44,15000,0
1d22e17b-b8c0-42e6-b66f-10813da802fc,18,63989,0
d7d6b26d-2002-475e-8472-de170612c4cf,23,27007,0
d66e0d6d-f896-4c35-86fe-095ca3a866d1,43,24674,0
fe170c77-c4ba-430e-9cd4-e2091451f5b0,48,74690,0
af1cdac5-3ff6-4286-82ad-86130b5cfb5c,47,146884,1
4f3dc257-6f29-4161-aba0-03781c5492e6,31,60178,0
7e8fd43b-8488-4c61-a310-e6ef43a18c8a,42,15000,0
610408e0-2f55-4251-a35a-a83af94552d7,58,87208,1
e29045e0-70c5-4848-a7f6-953d002f38e5,44,96473,1
162d6637-e8aa-41dd-8593-edf0caebc991,39,84573,1
519db31e-c586-45ff-b8ef-20c9e5460586,53,78921,1
7e2dfeff-38c0-4364-b3e6-20986d47fda1,64,53267,1
b4d8f8c2-847d-4b6a-ba8b-b66d4e3ed48a,44,61438,1
7b155cec-f2ac-49ac-8b85-c310a925b678,45,99724,1
e76a8a21-6481-4396-b03f-24fdf22e0971,48,70932,0
f0b1a56b-9121-4fc9-bfcd-bec308ace8bc,51,92612,1
d68fb314-9e27-4bbe-8272-db72bbe1b04d,45,84220,1
f40f92b7-0de0-42a9-8a6f-637938acfec2,52,86605,1
7f399e36-d0a1-4381-8cc2-1014d981d295,44,40772,0
a112fc12-9eaf-4ba6-a7d2-86279bdcd855,37,74186,1
5044befe-a799-4ece-98ac-be47fe458ca0,55,88176,1
8d381b5b-1146-4399-808e-f1673b26cb1d,40,48921,1
acb95387-54e0-4a7a-82ef-f9cb5fbea0db,40,30418,0
30721eb1-3359-47a7-9315-06bcc329f17a,48,53763,1
bc5f732a-2daf-4514-ad97-431ff0a549bd,27,86020,0
86520761-2b7f-4d6a-9f95-2e6fabce8522,67,56731,0
d3154c68-d867-489b-847a-672229236818,58,45722,0
c189d4a4-900a-4d0c-aefa-ff55fd2c2f04,18,25866,0
d11227a3-42c1-4b2a-bef1-583b25e2123f,64,89705,0
13612e24-de6d-4213-a4ce-a5a1005266a0,50,111950,1
efdb95c8-69f5-4514-b0ea-d5abcfc5309d,31,68192,0
0d929dd4-09f5-4c24-bbf9-85686e761a4f,47,77015,0
31b7fa06-1ef0-4d5e-940d-0e3e6f9e4b92,21,37157,0
0bcd35f8-604b-4486-8f07-de3094770c26,48,67793,1
39da0623-269a-4e3d-9a5e-5adfaa2c0004,61,92506,1
649372fa-548f-4982-a709-8ef82bafaea4,52,30000,1
210641dd-85c7-4396-8d16-6a53a4383c66,32,55149,0
18c1672d-6928-432c-bf98-75a0f77528b9,47,84376,1
f059d346-17cb-4136-856f-db0f0e55b413,58,71336,0
